id,re_gdppc2001,re_nonagri2001,re_agri2001,re_gdppc2002,re_nonagri2002,re_agri2002,re_gdppc2003,re_nonagri2003,re_agri2003,re_gdppc2004,re_nonagri2004,re_agri2004,re_gdppc2005,re_nonagri2005,re_agri2005,re_gdppc2006,re_nonagri2006,re_agri2006,re_gdppc2007,re_nonagri2007,re_agri2007,re_gdppc2008,re_nonagri2008,re_agri2008,re_gdppc2009,re_nonagri2009,re_agri2009,re_gdppc2010,re_nonagri2010,re_agri2010,re_gdppc2011,re_nonagri2011,re_agri2011,re_gdppc2012,re_nonagri2012,re_agri2012,re_gdppc2013,re_nonagri2013,re_agri2013,re_gdppc2014,re_nonagri2014,re_agri2014,re_gdppc2015,re_nonagri2015,re_agri2015,re_gdppc2016,re_nonagri2016,re_agri2016,re_gdppc2017,re_nonagri2017,re_agri2017,re_gdppc2018,re_nonagri2018,re_agri2018,re_gdppc2019,re_nonagri2019,re_agri2019,re_gdppc2020,re_nonagri2020,re_agri2020,city,province_id,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted
320200,1.1438634,1.3550671,1.0069531,1.1430546,1.3476397,1.0067497,1.1422347,1.3405137,1.0065629,1.141379,1.3336506,1.006402,1.1404679,1.3270237,1.0062685,1.1394868,1.3206089,1.0061586,1.138415,1.3143748,1.0060658,1.1372453,1.308308,1.0059849,1.1359839,1.3024113,1.0059139,1.1346574,1.2967159,1.0058517,1.1332707,1.2912215,1.0057991,1.1318408,1.2859381,1.0057565,1.1303961,1.2808822,1.0057223,1.1289536,1.2760484,1.0056963,1.1275259,1.27142,1.0056744,1.1261204,1.2669722,1.0056571,1.1247416,1.2626787,1.0056465,1.1233915,1.2585182,1.0056425,1.1220685,1.2544694,1.0056415,1.1207658,1.2505127,1.0056405,无锡市,320000,1,1,23
320300,1.0199777,1.2142023,1.331295,1.0207257,1.2101324,1.3250401,1.0214421,1.2062368,1.3190191,1.0221132,1.2024986,1.3132238,1.0227256,1.1989044,1.3076549,1.0232575,1.1954257,1.302314,1.0236889,1.1920379,1.2972023,1.0240124,1.1887345,1.2923293,1.0242332,1.1855252,1.287709,1.0243627,1.1824284,1.283363,1.0244136,1.1794628,1.2793072,1.0243988,1.1766415,1.2755518,1.0243376,1.1739779,1.272095,1.024241,1.1714669,1.2689166,1.0241166,1.1690931,1.2659744,1.0239722,1.1668372,1.2632267,1.0238163,1.164682,1.2606308,1.0236558,1.1626112,1.2581426,1.0234959,1.1606084,1.2557287,1.0233382,1.1586564,1.2533693,徐州市,320000,2,2,1
320400,1.1041555,1.2324123,1.02092,1.1043636,1.2285908,1.0204835,1.1045312,1.2249005,1.0200698,1.1046227,1.2212915,1.0196884,1.104616,1.2177376,1.019343,1.1044935,1.2142134,1.0190309,1.1042318,1.2106874,1.0187453,1.1038183,1.2071425,1.0184795,1.1032625,1.2035918,1.0182291,1.1025934,1.2000757,1.0179919,1.1018175,1.1966028,1.0177675,1.1009502,1.193189,1.0175569,1.1000186,1.1898601,1.0173587,1.099048,1.1866344,1.0171716,1.0980603,1.1835206,1.0169916,1.0970695,1.1805149,1.016819,1.0960855,1.1776086,1.0166557,1.0951161,1.1747941,1.0165013,1.0941645,1.1720598,1.0163519,1.0932281,1.1693912,1.0162054,常州市,320000,1,2,22
320500,1.1411781,1.4275258,1.1307573,1.1410183,1.4193381,1.1280855,1.1408257,1.4114794,1.1255243,1.1405673,1.4038981,1.1230792,1.1402208,1.3965656,1.1207504,1.1397666,1.3894528,1.1185359,1.1391903,1.3825389,1.1164329,1.1384915,1.3758208,1.1144413,1.137691,1.3693204,1.1125654,1.1368266,1.3630826,1.1108104,1.1359131,1.3571167,1.1091816,1.1349704,1.3514311,1.1076808,1.1340247,1.3460313,1.106303,1.1330901,1.3408988,1.1050383,1.1321764,1.336002,1.1038688,1.1312875,1.3313026,1.1027788,1.1304272,1.3267672,1.1017532,1.129598,1.3223702,1.1007748,1.1287966,1.3180902,1.099828,1.1280111,1.3139073,1.0989026,苏州市,320000,1,1,13
320600,1.0525084,1.2446375,1.2804407,1.0533124,1.240518,1.2748787,1.0540789,1.2365683,1.2695343,1.0548058,1.2327869,1.2644116,1.0554914,1.229176,1.2595149,1.0561337,1.2257326,1.254848,1.0567229,1.2224426,1.2504132,1.0572428,1.2192825,1.2462165,1.0576921,1.2162495,1.2422669,1.0580859,1.2133626,1.2385736,1.0584213,1.210616,1.2351443,1.0586988,1.2080022,1.2319815,1.0589299,1.2055217,1.2290745,1.0591252,1.2031676,1.2264006,1.0592939,1.2009251,1.223925,1.059443,1.1987753,1.221613,1.0595816,1.1967034,1.2194299,1.0597171,1.1946986,1.2173396,1.0598538,1.1927507,1.215312,1.0599903,1.1908492,1.2133284,南通市,320000,1,1,
320700,.99307972,1.0371703,1.1842409,.99407262,1.0370306,1.1807929,.99502534,1.0368804,1.1774756,.9959268,1.0367072,1.174286,.99676383,1.0364963,1.1712242,.99752635,1.0362314,1.1682889,.99819416,1.0358826,1.1654768,.99876291,1.0354432,1.1627892,.99923915,1.034923,1.1602329,.99962908,1.0343316,1.1578197,.99995512,1.0337032,1.1555589,1.0002397,1.0330688,1.1534572,1.0005032,1.0324537,1.1515145,1.0007536,1.0318648,1.1497225,1.0009928,1.0312978,1.1480615,1.0012209,1.0307454,1.1465125,1.0014391,1.0302022,1.145053,1.0016466,1.0296628,1.1436564,1.0018461,1.0291276,1.1423023,1.0020412,1.0286009,1.140978,连云港市,320000,2,3,
320800,1.0008426,1.0693977,1.2169883,1.0019954,1.0689597,1.2129537,1.0031055,1.068526,1.2090703,1.004162,1.0680833,1.2053354,1.0051603,1.0676296,1.2017493,1.0060958,1.0671567,1.1983092,1.0069609,1.0666527,1.1950115,1.0077633,1.0661281,1.1918588,1.0085166,1.0656022,1.1888589,1.009222,1.0650768,1.186023,1.0098746,1.0645465,1.1833606,1.0104729,1.0640084,1.1808773,1.0110263,1.0634713,1.1785709,1.0115422,1.0629395,1.1764277,1.0120296,1.0624164,1.1744227,1.0124977,1.0619038,1.1725333,1.012955,1.061404,1.170736,1.0134069,1.0609182,1.169006,1.0138575,1.0604479,1.1673228,1.0143054,1.0599912,1.1656755,淮安市,320000,2,2,8
320900,1.0067252,1.1498569,1.370167,1.008215,1.1482911,1.3631382,1.0096526,1.1467785,1.3563784,1.0110298,1.1453086,1.3498868,1.0123421,1.1438801,1.3436693,1.0135856,1.1424888,1.3377278,1.0147578,1.1411332,1.3320649,1.0158676,1.1398284,1.3266884,1.0169295,1.1385963,1.3216109,1.017948,1.1374447,1.3168463,1.0189216,1.1363732,1.3124052,1.0198542,1.1353838,1.3082937,1.0207605,1.1344886,1.3045022,1.0216521,1.1336894,1.3010055,1.0225376,1.1329803,1.2977605,1.0234199,1.1323444,1.2947234,1.0242994,1.1317645,1.2918491,1.0251752,1.1312243,1.2890911,1.0260457,1.1307111,1.286412,1.0269078,1.1302149,1.2837902,盐城市,320000,2,2,
321000,1.0628331,1.1700954,1.1507019,1.0631888,1.1672138,1.1478913,1.0635049,1.1644251,1.1451879,1.0637597,1.1616995,1.1425934,1.0639496,1.1590359,1.1401095,1.0640755,1.1564345,1.137733,1.0641285,1.1538814,1.1354612,1.0640972,1.151359,1.1332943,1.0639906,1.1488782,1.1312358,1.0638279,1.1464655,1.1292924,1.063615,1.144128,1.1274699,1.063364,1.1418782,1.1257734,1.063095,1.1397344,1.1241988,1.0628173,1.1376965,1.1227349,1.062538,1.1357573,1.121362,1.0622602,1.1339025,1.1200646,1.0619851,1.1321173,1.1188279,1.0617145,1.1303897,1.1176364,1.0614498,1.1287107,1.1164764,1.0611892,1.1270707,1.1153413,扬州市,320000,2,2,12
321100,1.0908031,1.1448315,.96799272,1.0912867,1.143212,.96848375,1.0917253,1.1416253,.96896088,1.092097,1.1400422,.96943355,1.0923986,1.1384627,.96990514,1.0926377,1.1368953,.97037274,1.0928186,1.1353449,.97083092,1.0929381,1.1338043,.97127295,1.0930074,1.1322874,.97169393,1.093042,1.1308151,.97209197,1.0930363,1.1293803,.97246617,1.0929924,1.127985,.97281796,1.092919,1.1266363,.9731456,1.0928142,1.1253252,.97344911,1.092679,1.1240435,.97372741,1.0925157,1.1227827,.97398514,1.092328,1.1215374,.97423005,1.0921217,1.1203064,.97446746,1.0919052,1.1190925,.97469902,1.091687,1.1179006,.97492641,镇江市,320000,1,2,25
321200,1.0451239,1.1505668,1.144986,1.0455469,1.1478893,1.1420896,1.0459433,1.1453174,1.1393074,1.0463066,1.1428449,1.1366429,1.0466386,1.1404777,1.1341002,1.0469385,1.1382128,1.1316791,1.0472019,1.136043,1.129378,1.0474252,1.1339617,1.1271974,1.0476166,1.1319784,1.12514,1.0477902,1.1301122,1.1232094,1.0479424,1.1283584,1.1214097,1.0480781,1.1267198,1.1197439,1.0482091,1.1252052,1.1182076,1.0483403,1.1238091,1.1167889,1.0484756,1.1225212,1.1154683,1.0486156,1.1213244,1.1142291,1.0487584,1.1201993,1.1130556,1.0489013,1.1191273,1.1119306,1.0490439,1.1180942,1.1108385,1.0491858,1.1170892,1.1097707,泰州市,320000,2,2,12
321300,.9627856,.99879628,1.1828929,.96516252,1.0012279,1.1793982,.9674626,1.0035257,1.1760361,.96966708,1.0056674,1.1728039,.97175592,1.0076308,1.1697011,.97370535,1.0093842,1.1667267,.97548687,1.0108892,1.1638756,.9770962,1.0121456,1.1611495,.97854728,1.0131792,1.1585546,.97985518,1.0140189,1.1561018,.98103762,1.0146968,1.1537987,.98211575,1.0152478,1.1516501,.98311567,1.0157102,1.1496563,.98405915,1.016114,1.1478077,.98496693,1.0164849,1.1460823,.98585576,1.0168412,1.1444612,.98673511,1.0171914,1.1429241,.98760957,1.01754,1.1414471,.98848057,1.0178883,1.140011,.98934436,1.0182335,1.1386055,宿迁市,320000,2,3,10
330100,1.1241684,1.3714325,1.2323314,1.1230977,1.3629276,1.2279162,1.12204,1.3547993,1.2236743,1.120978,1.347018,1.2196082,1.1199096,1.3395823,1.2157186,1.1188257,1.3324763,1.2120066,1.1177237,1.3256948,1.2084734,1.1166033,1.3192343,1.2051257,1.1154814,1.3131139,1.201973,1.1143901,1.3073717,1.1990243,1.1133317,1.3020043,1.1962894,1.1123068,1.296998,1.1937704,1.1113179,1.2923329,1.1914601,1.1103679,1.2879823,1.189343,1.1094569,1.2839094,1.1873933,1.1085798,1.2800676,1.1855838,1.1077292,1.2764093,1.1838847,1.106899,1.2728944,1.1822637,1.1060857,1.2694901,1.1806941,1.1052849,1.2661693,1.1791582,杭州市,330000,1,1,6
330200,1.1191566,1.3327456,1.2259262,1.1182824,1.3252935,1.2213701,1.117408,1.318157,1.2169927,1.1165255,1.3113205,1.2127955,1.1156461,1.3047998,1.2087802,1.1147851,1.2986109,1.2049491,1.1139544,1.2927647,1.2013072,1.113161,1.2872632,1.1978617,1.1124201,1.2821182,1.194623,1.1117511,1.277347,1.1915988,1.1111341,1.272912,1.1887965,1.1105553,1.2687796,1.1862155,1.1100031,1.2649119,1.1838467,1.1094722,1.2612733,1.1816729,1.1089594,1.2578274,1.1796677,1.1084625,1.2545372,1.1778046,1.1079816,1.2513727,1.1760542,1.1075175,1.2483121,1.1743836,1.10707,1.2453388,1.1727649,1.1066322,1.2424352,1.1711811,宁波市,330000,1,1,7
330300,1.039467,1.2468408,1.0261537,1.0387646,1.2401704,1.0253761,1.0380893,1.2338262,1.0246308,1.0374534,1.2278231,1.023918,1.0368854,1.2222022,1.0232383,1.0364213,1.2170098,1.0225936,1.0360774,1.2122622,1.0219858,1.0358549,1.2079535,1.0214137,1.035751,1.204071,1.02088,1.0357704,1.200614,1.0203868,1.0358973,1.1975523,1.0199387,1.0361104,1.1948448,1.0195359,1.0363872,1.1924415,1.0191774,1.0367051,1.1902875,1.0188603,1.0370473,1.1883308,1.0185816,1.0374013,1.1865237,1.0183386,1.0377607,1.1848282,1.0181248,1.0381212,1.1832144,1.0179304,1.0384828,1.1816618,1.0177466,1.0388434,1.1801531,1.0175678,温州市,330000,2,2,22
330400,1.0874516,1.184118,1.0639822,1.0871211,1.1802903,1.0625286,1.0867854,1.1766248,1.0611411,1.0864441,1.17312,1.0598291,1.0861037,1.1697848,1.0585917,1.0857693,1.1666207,1.0574266,1.0854449,1.1636266,1.0563316,1.0851302,1.1607944,1.0553051,1.0848399,1.1581377,1.0543481,1.0846026,1.1556903,1.0534604,1.0844102,1.1534355,1.0526431,1.0842659,1.1513697,1.0518944,1.0841802,1.1494952,1.0512115,1.0841516,1.1477959,1.0505905,1.0841753,1.1462485,1.0500222,1.0842431,1.1448236,1.0495006,1.0843469,1.1434962,1.0490189,1.0844789,1.1422439,1.0485675,1.0846297,1.1410471,1.0481355,1.0847867,1.1398869,1.0477145,嘉兴市,330000,1,2,18
330500,1.0641875,1.0809423,1.0199586,1.0638871,1.0791388,1.0195688,1.0635835,1.0774087,1.019204,1.0632731,1.0757471,1.0188754,1.0629646,1.0741675,1.0185845,1.0626714,1.0726829,1.0183309,1.0624032,1.0713005,1.0181121,1.06216,1.0700146,1.0179255,1.0619651,1.0688527,1.0177705,1.0618488,1.0678539,1.0176455,1.0617989,1.0669997,1.017549,1.0618097,1.0662793,1.0174788,1.0618804,1.0656893,1.0174302,1.0620039,1.0652164,1.017401,1.0621743,1.0648475,1.0173843,1.0623809,1.0645611,1.0173792,1.0626137,1.0643377,1.0173862,1.0628605,1.0641556,1.0174037,1.063113,1.0639974,1.0174263,1.0633659,1.0638502,1.0174491,湖州市,330000,1,2,21
330600,1.0914309,1.2242948,1.130592,1.0909687,1.2194794,1.1279955,1.0904977,1.2148612,1.1255028,1.0899988,1.2104107,1.1231167,1.0894767,1.2061368,1.1208354,1.0889412,1.2020508,1.1186575,1.0883996,1.1981591,1.1165838,1.0878551,1.1944619,1.1146189,1.087326,1.1909809,1.1127701,1.0868391,1.1877488,1.1110429,1.0863882,1.1847532,1.1094434,1.0859694,1.181981,1.1079718,1.0855758,1.1794094,1.106622,1.0852011,1.177014,1.1053855,1.0848408,1.1747674,1.1042482,1.0844899,1.1726409,1.1031965,1.0841463,1.1706096,1.1022141,1.0838081,1.1686536,1.1012821,1.0834769,1.1667587,1.1003822,1.0831519,1.1649112,1.0995017,绍兴市,330000,1,2,13
330700,1.0482068,1.1680844,1.0408536,1.0481647,1.1643803,1.0399132,1.0481269,1.1608578,1.0390158,1.0480947,1.1575191,1.0381672,1.0480886,1.1543956,1.0373677,1.0481342,1.1515211,1.0366178,1.0482525,1.1489207,1.0359181,1.0484514,1.1466011,1.0352702,1.0487432,1.1445744,1.0346774,1.0491452,1.1428615,1.0341414,1.049636,1.1414292,1.0336643,1.0501853,1.1402299,1.0332439,1.0507656,1.1392165,1.0328753,1.0513604,1.1383535,1.032555,1.0519552,1.1376045,1.0322762,1.0525396,1.1369359,1.0320331,1.053107,1.1363204,1.0318184,1.0536573,1.1357403,1.0316235,1.0541941,1.1351846,1.0314395,1.0547222,1.134645,1.0312593,金华市,330000,1,2,20
330800,1.0112321,.9609158,.92501235,1.0112087,.96148509,.92623466,1.011182,.96202594,.92741805,1.0111418,.96252322,.9285695,1.0111079,.96300727,.92968863,1.0111159,.96352774,.93077564,1.0111989,.96412778,.93182886,1.011362,.96480805,.93284422,1.0116222,.96558994,.9338187,1.0120041,.96650845,.93474859,1.0124842,.96752572,.93563044,1.0130405,.96860898,.936459,1.0136496,.96972686,.93723196,1.0142968,.9708634,.93795311,1.0149709,.97200787,.93862844,1.0156606,.97314978,.93926626,1.0163565,.97428089,.93987536,1.0170498,.97539377,.94046366,1.0177377,.97648722,.94103605,1.0184188,.9775601,.94159502,衢州市,330000,2,3,27
330900,1.0761898,.91540468,.94171882,1.0765876,.91862679,.94240242,1.0769633,.92168671,.94306409,1.0773125,.92457902,.94370824,1.0776585,.92733252,.94433451,1.0780318,.92997539,.94494253,1.0784557,.93252379,.94553453,1.0789458,.93498307,.94610929,1.0795199,.93736362,.94666785,1.0801936,.939677,.94720978,1.0809411,.941881,.94773662,1.0817426,.94394821,.94824767,1.0825861,.94586718,.94874233,1.0834609,.94763666,.94922161,1.0843606,.94926387,.94968903,1.0852813,.95076436,.95015115,1.0862229,.95216274,.95061308,1.0871836,.95348501,.95107526,1.0881574,.95475674,.95153499,1.0891284,.95599622,.95198762,舟山市,330000,1,3,27
331000,1.0467434,1.1924185,1.167256,1.0466498,1.1880549,1.1638298,1.046551,1.1838861,1.1605384,1.0464483,1.1799134,1.1573846,1.0463622,1.1761678,1.1543711,1.0463208,1.1726857,1.1515006,1.0463319,1.1694721,1.1487758,1.0463916,1.1665154,1.146202,1.0464994,1.1638081,1.1437874,1.0466641,1.1613579,1.141537,1.0468752,1.1591449,1.1394562,1.0471166,1.1571386,1.137542,1.0473751,1.1553077,1.1357869,1.0476382,1.153618,1.1341763,1.0478956,1.1520346,1.1326911,1.0481411,1.1505271,1.1313125,1.0483752,1.1490755,1.1300173,1.0486006,1.1476674,1.1287799,1.0488219,1.1462966,1.1275792,1.0490402,1.1449573,1.126404,台州市,330000,2,2,11
331100,.99209052,.92896253,.92672068,.99332976,.93245345,.92784202,.99453717,.93578005,.92892683,.99570554,.93892658,.92998123,.99684292,.94190711,.93100667,.99796623,.94474918,.93200421,.99908131,.94746107,.93297267,1.0001758,.95002252,.93390822,1.0012448,.95243037,.93480796,1.0023086,.95472515,.93566775,1.0033643,.95691097,.93648517,1.0043901,.9589628,.93725604,1.0053675,.96086508,.9379788,1.006285,.96261364,.93865722,1.0071359,.9642123,.93929785,1.0079213,.96567529,.93991059,1.0086507,.96702635,.94050312,1.0093362,.96829236,.94108051,1.0099941,.96950185,.94164503,1.0106368,.97067571,.9421978,丽水市,330000,2,3,27
340100,1.0425667,1.1955907,1.1118083,1.0432487,1.1922425,1.1096635,1.0438943,1.1890259,1.1076016,1.0444943,1.1859292,1.1056287,1.0450587,1.1829727,1.1037472,1.0455872,1.180155,1.1019579,1.0460746,1.1774694,1.1002594,1.0465182,1.1749111,1.0986483,1.0469353,1.1725034,1.0971236,1.0473572,1.1702895,1.0956872,1.047783,1.1682664,1.0943397,1.048214,1.1664294,1.0930811,1.0486557,1.1647745,1.0919062,1.0490956,1.1632677,1.0908034,1.0495256,1.1618768,1.0897571,1.0499421,1.1605732,1.0887542,1.0503449,1.1593343,1.0877858,1.0507364,1.1581444,1.086844,1.0511208,1.1569932,1.0859227,1.0514996,1.1558706,1.0850214,合肥市,340000,1,2,15
340200,1.0405566,1.0527036,.92614257,1.0411731,1.0525198,.92750335,1.04177,1.0523444,.92881882,1.0423399,1.0521696,.93009853,1.0428901,1.0520086,.93134397,1.0434356,1.051879,.9325555,1.0439876,1.0517931,.93373078,1.0445479,1.0517498,.93485975,1.045112,1.0517398,.93593079,1.0456892,1.0517763,.93693495,1.0462519,1.0518224,.93786442,1.0467799,1.0518514,.9387145,1.0472635,1.0518509,.93948454,1.0476904,1.0518041,.94017839,1.0480567,1.0517038,.94080234,1.0483629,1.0515474,.94136912,1.0486159,1.0513403,.94189656,1.0488284,1.0510966,.94239902,1.049016,1.0508336,.94288397,1.0491931,1.050567,.94335717,芜湖市,340000,1,2,27
340300,.96336454,.92458588,1.0859096,.96521902,.92798346,1.0843927,.96700966,.93119967,1.0829277,.96873933,.93424326,1.0815139,.97043389,.93715835,1.0801479,.9721176,.93997985,1.0788245,.97380549,.94272697,1.0775393,.97551149,.94541955,1.076292,.97725713,.94809014,1.0750886,.97905654,.95076305,1.0739393,.98088914,.95341378,1.0728484,.98272371,.95600456,1.0718228,.98453933,.95851421,1.0708667,.98630196,.96090484,1.0699766,.98798949,.96315497,1.0691365,.98959118,.96525699,1.0683364,.99111056,.96722245,1.0675694,.99256414,.96907926,1.066829,.993972,.97085845,1.0661087,.99535263,.97258776,1.065406,蚌埠市,340000,2,3,17
340400,.96932787,.90234011,.8889094,.97119349,.90631068,.8911497,.97299463,.91007525,.89329708,.97472256,.91362756,.89535338,.97636724,.9169575,.89731252,.97792393,.92005759,.89916462,.97938251,.92291236,.90089953,.98073691,.9255147,.90250534,.9819988,.92788452,.90397441,.98318249,.930049,.90530604,.9842754,.93199795,.9064976,.98526859,.93372762,.90755171,.9861654,.9352535,.90847582,.98696655,.93658829,.90927809,.98768097,.93775523,.90996689,.98832321,.93878424,.91056198,.98891222,.93971002,.91109002,.98946422,.94056249,.91157901,.98999435,.94136924,.91204661,.99051273,.94214994,.91250741,淮南市,340000,2,3,29
340500,1.0588511,.98578703,.81585187,1.0590061,.98675376,.8192817,1.0591496,.98767072,.82258356,1.0592713,.98852527,.82576615,1.0593702,.98931563,.82883078,1.0594538,.99004614,.83177626,1.0595329,.99072403,.83459878,1.0596135,.99135113,.8372848,1.0597082,.99194044,.83982164,1.05984,.99252254,.84220046,1.059993,.99307543,.84441352,1.0601538,.99358374,.84645754,1.0603104,.9940356,.84833461,1.0604392,.99440658,.85005444,1.0605294,.99468988,.85163331,1.0605772,.99488759,.85309434,1.0605862,.99501228,.85446769,1.0605663,.99508387,.85578185,1.0605307,.99512559,.85705578,1.0604903,.9951573,.85830283,马鞍山市,340000,1,3,32
340600,.9711715,.87115449,.81184626,.97261202,.87507212,.81533104,.97400898,.87880546,.81868035,.97535771,.88235545,.82189345,.97664005,.88569915,.82496512,.97783667,.88880616,.82789373,.97892737,.89164495,.83067316,.97990888,.89421093,.8332935,.98079473,.8965252,.83575195,.98160124,.89861572,.83805162,.98233968,.90050524,.84019119,.98301089,.90220422,.84217697,.98361939,.90373015,.84402078,.98416609,.90509862,.8457377,.98466313,.9063397,.84733814,.98512334,.90748346,.84884363,.98555839,.9085567,.85027784,.98597944,.90958381,.85166156,.98639423,.91058224,.85301059,.98680574,.91156048,.85433501,淮北市,340000,2,3,
340700,1.0587548,.87730616,.53836668,1.0590411,.88109165,.54705155,1.0593098,.88469064,.55541474,1.0595547,.88809592,.56346887,1.0597779,.89130855,.57120597,1.0599906,.89433497,.57861984,1.0601978,.89717132,.58569896,1.0604099,.89982408,.59242105,1.0606399,.90230685,.59876263,1.0609043,.90464211,.60470331,1.061185,.90680653,.61022592,1.0614685,.90878785,.61532295,1.0617493,.9105922,.62000591,1.0620115,.9122166,.62430841,1.0622493,.91367525,.62828064,1.0624622,.91499066,.63198435,1.062652,.91618842,.6354875,1.0628254,.91729909,.63885093,1.0629914,.91835439,.64211732,1.0631542,.9193781,.64531296,铜陵市,340000,1,3,41
340800,.95618975,.99936444,1.1351373,.95680326,.99914604,1.1324506,.9573977,.99893194,1.1298715,.95798099,.99873418,1.1274053,.95857137,.99858445,1.1250525,.95919263,.99851817,1.1228147,.95987445,.99858057,1.1206926,.96062779,.9987849,1.1186856,.96147376,.9991616,1.1167946,.96243751,.99974871,1.1150188,.9635092,1.0005268,1.1133578,.96467298,1.0014654,1.111805,.9659099,1.0025315,1.1103531,.96719843,1.0036876,1.1089903,.96852481,1.0049078,1.1077001,.9698773,1.0061699,1.1064683,.971246,1.0074548,1.1052836,.97262156,1.0087469,1.1041325,.97399461,1.0100322,1.1030061,.97535598,1.011299,1.1019006,安庆市,340000,2,3,13
341000,.9967401,.82874805,.79955125,.99649185,.83214647,.80318874,.99623102,.83535385,.80669624,.99592769,.83831888,.81007963,.99555779,.84100115,.81333423,.99510199,.84336692,.81645703,.99455196,.84540164,.81944335,.99388164,.84706426,.82228482,.99308836,.84835446,.82497507,.99218947,.84930784,.82750779,.99119329,.84994465,.82987738,.99012101,.85030735,.83207852,.98900366,.85045803,.83411384,.98787177,.85045999,.83599591,.98674828,.85036856,.8377443,.98564553,.85022312,.83938432,.98456711,.85004979,.84094328,.9835068,.8498562,.84244561,.98246276,.84965396,.84390771,.98143274,.84945089,.84533775,黄山市,340000,3,5,33
341100,.95026505,.93797618,1.1163108,.95317262,.94292182,1.1141281,.95600039,.9476229,1.1120265,.95875937,.95209974,1.1100104,.96146113,.95637411,1.1080813,.9641155,.96046311,1.1062357,.96672231,.96436781,1.1044707,.96927994,.96809125,1.102784,.9717868,.97163886,1.1011778,.9742341,.97500926,1.099655,.9766047,.97819108,1.0982176,.97888005,.98117119,1.0968676,.98106009,.98396307,1.0956,.98314196,.98657507,1.0944033,.98513442,.98902947,1.0932597,.98704928,.99135005,1.0921578,.98889977,.99356085,1.0910897,.99069917,.99568528,1.0900496,.9924612,.99774498,1.0890311,.9941963,.9997561,1.0880344,滁州市,340000,2,2,15
341200,.87182462,.91556984,1.204705,.87516266,.91980064,1.2008116,.87841314,.92383456,1.1970587,.88157564,.92767984,1.1934428,.88465363,.93135178,1.189966,.88764203,.93484867,1.1866282,.89052403,.93815106,1.183428,.893296,.94126165,1.1803697,.89597529,.9442147,1.1774644,.89858955,.94706106,1.1747278,.9011451,.94981998,1.1721694,.90364647,.95250553,1.1697985,.90610617,.95514131,1.1676141,.9085319,.95774126,1.165601,.91092932,.96031332,1.1637287,.91330051,.96285743,1.1619689,.9156459,.96537083,1.1602963,.91796386,.96784753,1.1586853,.92025381,.9702825,1.1571184,.92251593,.9726721,1.1555879,阜阳市,340000,3,3,8
341300,.90705884,.90173239,1.177265,.90981436,.90625215,1.1739382,.91249597,.9105565,1.1707337,.91510695,.91465652,1.1676452,.91764456,.91855389,1.1646705,.92010462,.92224514,1.1618087,.92248589,.92573196,1.1590576,.92479157,.92902631,1.1564207,.92703402,.93215519,1.1539092,.92921895,.93513787,1.1515394,.9313367,.93797165,1.149322,.93337297,.94064647,1.1472657,.93531638,.94315708,1.1453729,.93715358,.94549447,1.1436346,.93888724,.94766992,1.1420236,.94053239,.94970942,1.1405174,.94211191,.95164734,1.1390936,.94364816,.9535166,1.1377285,.94515723,.95533937,1.136404,.94664532,.9571231,1.135111,宿州市,340000,3,3,
341500,.9006269,.90033686,1.1242079,.90329754,.90524119,1.1218897,.90588486,.90987659,1.119655,.90838057,.9142257,1.1175079,.91077983,.91828358,1.1154509,.91307896,.92204821,1.1134859,.91527891,.92552871,1.1116091,.91739649,.92876339,1.1098168,.91946208,.93181378,1.1081096,.92150122,.93473464,1.1064907,.92351371,.93753892,1.1049634,.92550027,.94023937,1.1035292,.92746782,.94285774,1.1021849,.92941672,.94540465,1.1009188,.93134958,.94789231,1.0997123,.93326837,.95033014,1.0985509,.93517196,.95272189,1.0974257,.93705648,.95506698,1.0963299,.93892157,.95736825,1.0952585,.94076544,.95962524,1.0942129,六安市,340000,3,3,14
341600,.89709896,.87261248,1.1183795,.89931971,.8766005,1.1161596,.90148038,.88040012,1.1140171,.90359432,.88403839,1.1119471,.90568173,.8875525,1.1099495,.907758,.89096576,1.1080242,.90983838,.89430118,1.1061701,.91193765,.89758235,1.104387,.91407025,.90083319,1.102684,.91623664,.90405929,1.1010749,.91842318,.90724647,1.0995675,.92061442,.91037953,1.0981706,.92280728,.9134618,1.0968883,.92499655,.91649401,1.0957122,.92717785,.9194774,1.0946196,.92934555,.92241019,1.0935936,.93149364,.92528915,1.0926198,.93361324,.92810583,1.0916826,.93570042,.93085748,1.0907718,.93775862,.93354976,1.0898837,亳州市,340000,3,3,14
341700,.96060824,.76317447,.82852179,.96229219,.77093226,.83162874,.96393627,.7783311,.83462501,.96555644,.78540462,.83751857,.96715546,.79215646,.84030509,.96873105,.79858178,.84298229,.97026747,.8046515,.84554499,.97171938,.81028533,.847983,.97305328,.81543195,.85028678,.97426271,.82009196,.85244739,.97533691,.82426316,.85445666,.9762814,.82797396,.85630745,.97711122,.83127427,.85800171,.9778381,.83421266,.85955006,.97848076,.8368507,.86096948,.97905743,.83924967,.862284,.97958493,.84146607,.86352187,.98007864,.84355021,.86470687,.98055208,.84554541,.86585522,.98101467,.84748393,.86697692,池州市,340000,2,4,32
