id,re_trend_lg_gdp_predicted2001,re_trend_lg_gdp_predicted2002,re_trend_lg_gdp_predicted2003,re_trend_lg_gdp_predicted2004,re_trend_lg_gdp_predicted2005,re_trend_lg_gdp_predicted2006,re_trend_lg_gdp_predicted2007,re_trend_lg_gdp_predicted2008,re_trend_lg_gdp_predicted2009,re_trend_lg_gdp_predicted2010,re_trend_lg_gdp_predicted2011,re_trend_lg_gdp_predicted2012,re_trend_lg_gdp_predicted2013,re_trend_lg_gdp_predicted2014,re_trend_lg_gdp_predicted2015,re_trend_lg_gdp_predicted2016,re_trend_lg_gdp_predicted2017,re_trend_lg_gdp_predicted2018,re_trend_lg_gdp_predicted2019,re_trend_lg_gdp_predicted2020,county,finalclub_trend_lg_gdp_predicted
110101,1.4525673,1.4440107,1.4355987,1.4273598,1.4193023,1.411339,1.403412,1.3954824,1.3875231,1.3795367,1.3715434,1.3635403,1.3555439,1.3476263,1.3398134,1.3321048,1.3244939,1.3169903,1.3095938,1.3022959,东城区,1
110102,1.448498,1.4400021,1.4316485,1.4234672,1.4154582,1.4074897,1.3994821,1.3914046,1.3832531,1.3750561,1.3668644,1.3586785,1.3505285,1.3424923,1.3345953,1.3268336,1.3191968,1.3116879,1.3042966,1.2970061,西城区,1
110105,1.4320533,1.4247867,1.4176085,1.4104962,1.4033891,1.3961315,1.3886033,1.3807312,1.3724834,1.3638806,1.3549908,1.345888,1.336673,1.3274986,1.3184409,1.3095272,1.3007623,1.2921504,1.2836804,1.2753309,朝阳区,1
110106,1.4090369,1.401998,1.3950486,1.3881767,1.3813248,1.3743508,1.3671501,1.3596753,1.3519125,1.3438883,1.3356619,1.3273048,1.3189076,1.310604,1.3024484,1.2944514,1.2866046,1.2789044,1.2713356,1.2638744,丰台区,1
110107,1.4008518,1.393695,1.3866299,1.3796349,1.3726478,1.3655274,1.3581762,1.3505456,1.3426293,1.3344679,1.3261325,1.3176999,1.3092713,1.3009753,1.292866,1.2849492,1.2772186,1.2696714,1.2622836,1.2550131,石景山区,1
110108,1.402846,1.3950515,1.3873668,1.3797908,1.3722922,1.3647528,1.357096,1.3492833,1.3412968,1.3331525,1.3248883,1.3165522,1.3082093,1.2999786,1.2919042,1.2839886,1.2762227,1.2686074,1.2611289,1.2537599,海淀区,1
110109,1.1529914,1.1518512,1.1506977,1.1494648,1.1480002,1.1461499,1.1438075,1.1409563,1.1376332,1.1338885,1.1297476,1.1253229,1.1207452,1.1161849,1.111744,1.1074628,1.10334,1.0993646,1.0955058,1.0917178,门头沟区,2
110111,1.1936322,1.1913652,1.18914,1.1869566,1.1847609,1.1824895,1.1800965,1.177577,1.1749548,1.1722386,1.169403,1.1664487,1.1634012,1.1603177,1.1572254,1.1541394,1.1510665,1.1480227,1.1450183,1.1420528,房山区,1
110112,1.2979391,1.2957655,1.2935958,1.2913871,1.2890728,1.2865164,1.2835717,1.2801352,1.2761524,1.2716186,1.2665958,1.2611805,1.2555093,1.2497565,1.244019,1.238345,1.2327558,1.2272631,1.2218653,1.2165453,通州区,1
110113,1.2879611,1.2859319,1.2839378,1.2819568,1.2799395,1.2777666,1.2753261,1.2725259,1.2692765,1.2655458,1.2613565,1.2567713,1.251892,1.2468851,1.2418457,1.2368203,1.2318367,1.2269205,1.2220789,1.2173034,顺义区,1
110114,1.2786846,1.2740546,1.2694831,1.2649505,1.2604151,1.2557669,1.2509176,1.2458078,1.240392,1.2346652,1.2286438,1.2223866,1.2159793,1.2095714,1.2032382,1.1970067,1.1908799,1.1848623,1.1789453,1.1731111,昌平区,1
110115,1.2883246,1.2855461,1.2827692,1.2799474,1.2770017,1.2738166,1.2702936,1.2663954,1.262122,1.257498,1.2525781,1.2474451,1.2422079,1.2370048,1.2319092,1.22695,1.2221297,1.2174457,1.2128804,1.2084016,大兴区,1
110116,1.159798,1.1565516,1.1533673,1.1502495,1.1471626,1.1440512,1.1408564,1.137532,1.1340258,1.130308,1.126354,1.122174,1.1178359,1.1134691,1.1091342,1.1048548,1.1006386,1.0964872,1.0924019,1.0883747,怀柔区,2
110117,1.171085,1.1673921,1.1636983,1.1599736,1.1562334,1.1525387,1.1489557,1.1455016,1.1421499,1.1388612,1.1356682,1.1326576,1.1298822,1.1273911,1.1251878,1.1232417,1.1214992,1.1199024,1.1184006,1.1169447,平谷区,1
110118,1.1551187,1.1495879,1.1441181,1.138726,1.1334509,1.1283369,1.1234111,1.1186955,1.1141927,1.1098909,1.1057996,1.1019405,1.0983413,1.0950336,1.0919936,1.089172,1.0865148,1.0839746,1.0815151,1.0791006,密云区,2
110119,1.1261156,1.118722,1.1114744,1.1044741,1.0978253,1.0915993,1.0858611,1.0806632,1.0760323,1.0719655,1.0684801,1.0656202,1.0634068,1.061875,1.061009,1.0607404,1.0609696,1.0615739,1.0624074,1.0633104,延庆区,1
120101,1.4548213,1.4480344,1.4413812,1.4349191,1.428699,1.4226615,1.4167546,1.4109299,1.405139,1.3993393,1.3934944,1.3875377,1.3814504,1.3752939,1.3690977,1.3628762,1.3566475,1.3504429,1.344291,1.3382069,和平区,1
120102,1.4537344,1.4458545,1.4381052,1.4305058,1.4230384,1.4155623,1.4079673,1.4001815,1.3921684,1.3839319,1.3755018,1.3669076,1.3582129,1.3495442,1.3409611,1.3324834,1.3241175,1.3158734,1.3077501,1.2997388,河东区,1
120103,1.4481956,1.4399306,1.4318064,1.4238608,1.4161115,1.4084513,1.4007788,1.3930435,1.3852286,1.3773639,1.3695035,1.361697,1.3540053,1.3464977,1.3391821,1.3320371,1.3250407,1.3181826,1.3114449,1.3048064,河西区,1
120104,1.4496602,1.4411277,1.4327403,1.4245304,1.4165078,1.4085797,1.400691,1.3928326,1.3850147,1.377261,1.3695996,1.3620409,1.354618,1.3473725,1.3403019,1.3333842,1.3265986,1.3199339,1.3133764,1.3069113,南开区,1
120105,1.452772,1.44424,1.4358543,1.427655,1.4196488,1.4117157,1.4037592,1.3957156,1.3875465,1.3792524,1.370864,1.3624177,1.3539652,1.3455986,1.3373531,1.3292352,1.3212401,1.3133692,1.3056151,1.297966,河北区,1
120106,1.4415827,1.4335057,1.4255869,1.4178998,1.4104892,1.4032602,1.396137,1.3890685,1.3820106,1.374943,1.3678575,1.3607298,1.3535618,1.3464162,1.3393239,1.3322973,1.3253449,1.3184855,1.3117269,1.3050613,红桥区,1
120110,1.3262408,1.3248044,1.323401,1.3220168,1.3205975,1.3189794,1.3169731,1.314451,1.311352,1.3076912,1.3035388,1.2989815,1.2941327,1.2891361,1.2840735,1.2789947,1.2739342,1.2689202,1.2639686,1.2590804,东丽区,1
120111,1.309523,1.3073882,1.3052779,1.3031638,1.3009636,1.2985635,1.2958488,1.2927788,1.289356,1.28562,1.281642,1.2774992,1.273261,1.2689861,1.2647067,1.2604457,1.2562255,1.2520627,1.2479645,1.2439233,西青区,1
120112,1.2897421,1.2901289,1.290511,1.2908286,1.2909819,1.2908354,1.2902187,1.2889788,1.2870183,1.2843113,1.2809176,1.2769555,1.2725807,1.2679539,1.2631906,1.2583749,1.2535652,1.2487971,1.2440889,1.2394418,津南区,1
120113,1.3323665,1.3275015,1.3226931,1.3179222,1.3131452,1.3082399,1.3030879,1.2976238,1.29184,1.2857753,1.279477,1.2730045,1.2664137,1.2598166,1.2532728,1.2468176,1.2404714,1.2342448,1.2281348,1.2221202,北辰区,1
120114,1.2015862,1.2002969,1.1990185,1.1977348,1.1964077,1.1949922,1.1934414,1.1917477,1.1899356,1.1880268,1.1860148,1.1839198,1.1817659,1.1796087,1.17747,1.175356,1.1732724,1.171227,1.1692252,1.1672592,武清区,1
120115,1.1339,1.1343166,1.1347106,1.1350985,1.135488,1.1358716,1.1362094,1.1364244,1.1364337,1.1361828,1.1356941,1.1350515,1.1343488,1.1336654,1.1330426,1.1324846,1.1319792,1.1315079,1.1310629,1.1306298,宝坻区,1
120116,1.2729483,1.2699199,1.2669603,1.2640979,1.2613256,1.2585495,1.2556897,1.2527078,1.2495909,1.2463551,1.2430395,1.2396843,1.2363409,1.233093,1.2299908,1.2270617,1.2243135,1.2217352,1.2192891,1.2169048,滨海新区,1
120117,1.1371778,1.1355491,1.1339674,1.1324764,1.1311311,1.1299611,1.1289951,1.1282502,1.1277282,1.1274171,1.127291,1.1273285,1.1274899,1.127744,1.1280508,1.1283816,1.1287129,1.1290317,1.1293406,1.1296434,宁河区,1
120118,1.1478379,1.1501091,1.1523457,1.1545119,1.156503,1.1582087,1.1595339,1.1604284,1.1609014,1.1609979,1.1607622,1.1602429,1.1594841,1.1585206,1.1573833,1.1561104,1.15474,1.1533085,1.1518551,1.1504056,静海区,1
120119,1.1321415,1.1318219,1.1314775,1.1310662,1.1305168,1.1297826,1.1288123,1.1275898,1.1261237,1.1244245,1.1225419,1.1205695,1.1186193,1.1167653,1.1150353,1.1134242,1.1119167,1.110494,1.1091299,1.1077956,蓟州区,1
130102,1.3636904,1.3561268,1.3486693,1.3413115,1.3340337,1.3267381,1.3193791,1.3119651,1.3045444,1.297201,1.2899836,1.2829332,1.2760708,1.2694676,1.2631246,1.257019,1.2511169,1.2453822,1.2397727,1.2342499,长安区,1
130104,1.4024926,1.3963768,1.3903024,1.3842484,1.3781724,1.3719493,1.3654962,1.3587874,1.351845,1.3447485,1.3375661,1.3303742,1.3232349,1.3162243,1.3093611,1.3026412,1.2960593,1.2896111,1.28328,1.2770395,桥西区,1
130105,1.3680154,1.3601406,1.3523511,1.3446467,1.3370235,1.3294111,1.3217636,1.3140621,1.3063167,1.2985864,1.2909162,1.2833618,1.2759589,1.2687701,1.2617913,1.2549986,1.2483652,1.241873,1.2355018,1.2292241,新华区,1
130107,1.1778141,1.1781377,1.1784056,1.1785641,1.1784474,1.1779723,1.1771851,1.1761192,1.1748234,1.1733004,1.1715165,1.1695404,1.1673948,1.1651293,1.1627772,1.1603879,1.1580027,1.1556526,1.1533527,1.1511018,井陉矿区,1
130108,1.3514725,1.3483309,1.3451917,1.342015,1.3387408,1.3352958,1.3316237,1.3276986,1.3235267,1.3191729,1.314678,1.3100781,1.3054314,1.3008178,1.2962651,1.291783,1.2873735,1.2830377,1.2787702,1.2745587,裕华区,1
130109,1.0261903,1.0270681,1.0279505,1.028856,1.0298146,1.0309185,1.0322469,1.0338097,1.0355926,1.0375862,1.0397832,1.0421491,1.0446521,1.0472615,1.0499378,1.0526563,1.0553925,1.0581224,1.0608351,1.0635161,藁城区,1
130110,1.0630457,1.0639038,1.0647564,1.0656099,1.0664072,1.0670868,1.0676183,1.0679332,1.0679579,1.0676249,1.0668837,1.0657711,1.0643693,1.0627731,1.0610464,1.0592513,1.0574347,1.0556232,1.0538297,1.0520557,鹿泉区,1
130111,1.0125577,1.0161617,1.0197462,1.0233055,1.0267426,1.030017,1.0331124,1.0360141,1.0387094,1.0411636,1.0433764,1.0454024,1.047315,1.0491607,1.0509497,1.0527085,1.0544586,1.0562057,1.0579455,1.0596666,栾城区,1
130121,0.99359584,0.99608243,0.99857575,1.0011144,1.0036707,1.0062659,1.0089284,1.0116367,1.0143698,1.0170292,1.0195215,1.0217775,1.0237266,1.0253454,1.0266379,1.027656,1.0284625,1.0291255,1.0297136,1.0302696,井陉县,1
130123,1.0092471,1.0091662,1.0091206,1.0091794,1.0093164,1.0095611,1.0099995,1.0106567,1.0115758,1.0128022,1.0143776,1.0163791,1.0188316,1.0217451,1.0250682,1.0287297,1.0326355,1.0366684,1.0407251,1.0447391,正定县,1
130125,0.97754812,0.97366154,0.96988595,0.96637517,0.96331501,0.96088564,0.95919001,0.95821714,0.95785511,0.95790881,0.95821011,0.95869261,0.95934975,0.96015465,0.96107906,0.96211421,0.96322858,0.96438557,0.96556121,0.96672493,行唐县,2
130126,0.94147921,0.94335115,0.94518906,0.94694835,0.94856292,0.94996858,0.95113224,0.9520182,0.952586,0.95286173,0.95291531,0.95288187,0.95290738,0.95316172,0.95376825,0.95481479,0.956294,0.95809126,0.96003187,0.96199036,灵寿县,2
130127,0.95188564,0.95324296,0.95461452,0.95607567,0.95768321,0.95950001,0.96154904,0.96381843,0.96624529,0.96870428,0.9711442,0.97353446,0.97588444,0.9782095,0.980546,0.98294199,0.98542756,0.9879933,0.99060982,0.99322587,高邑县,1
130128,0.97450829,0.97466451,0.97476506,0.97480506,0.97479451,0.97477037,0.97478247,0.97482324,0.97485679,0.97477019,0.97445178,0.97385514,0.97302645,0.9720149,0.97085834,0.96961874,0.9683395,0.96703553,0.96572423,0.96442264,深泽县,2
130129,0.95160919,0.95417047,0.9566707,0.95905262,0.96123093,0.96317971,0.96494776,0.96653128,0.96786964,0.96888709,0.96949917,0.96963114,0.96926129,0.96843719,0.96723539,0.96575952,0.96409601,0.96232003,0.96050602,0.95869493,赞皇县,2
130130,0.97819394,0.97930706,0.98030615,0.9810558,0.98148912,0.98161018,0.98147172,0.9811151,0.98061258,0.98002028,0.97940934,0.97884363,0.97838598,0.97809207,0.97797954,0.97806287,0.97831511,0.9786734,0.97908908,0.97952235,无极县,2
130131,1.0075977,1.0071688,1.0066673,1.0060718,1.0053306,1.0044135,1.0032969,1.001931,1.0002702,0.998263,0.99584603,0.99298745,0.98971778,0.98614579,0.98236853,0.97847104,0.97451639,0.97054911,0.96660656,0.96270138,平山县,2
130132,0.99861002,0.99790418,0.9972443,0.99676478,0.99658996,0.99687946,0.99772125,0.99911237,1.0010058,1.0033319,1.0059779,1.0088392,1.0118665,1.015023,1.0182848,1.0216514,1.0251226,1.0286609,1.0322231,1.0357661,元氏县,1
130133,0.96448964,0.96480572,0.96514636,0.9655593,0.96604186,0.96659738,0.96722549,0.96794236,0.9687674,0.96965849,0.97057521,0.97149968,0.97246528,0.97347862,0.974545,0.97567683,0.97687823,0.97812378,0.97939116,0.98065585,赵县,2
130181,1.0287136,1.028186,1.0276113,1.0269494,1.02615,1.0251741,1.0240116,1.0227348,1.0214422,1.0202476,1.0192229,1.0184023,1.0177994,1.0174271,1.017261,1.0172806,1.0174531,1.0177271,1.0180542,1.0183955,辛集市,2
130183,0.98749745,0.99011588,0.9926728,0.99512464,0.9973554,0.99933028,1.001079,1.0025855,1.0038381,1.0048646,1.0057118,1.0064139,1.006979,1.007411,1.0077173,1.0079244,1.0080755,1.0082116,1.0083599,1.0085185,晋州市,1
130184,1.0061208,1.0038482,1.0015985,0.99945319,0.99747813,0.99573803,0.99429107,0.99312186,0.99220574,0.99152768,0.99111199,0.99101448,0.99129087,0.99196458,0.99301815,0.99440128,0.99601877,0.99778038,0.99960643,1.0014387,新乐市,2
130202,1.2629611,1.2618885,1.260777,1.259604,1.2583313,1.256882,1.2551306,1.2529851,1.2503957,1.2473481,1.2439214,1.2402275,1.2363906,1.2325058,1.2286029,1.224686,1.2207484,1.2168143,1.2129101,1.2090503,路南区,1
130203,1.388971,1.3833781,1.3778982,1.3725785,1.3674506,1.362407,1.3573151,1.3520906,1.3466796,1.3410672,1.3352765,1.329347,1.3233172,1.3172593,1.3112056,1.3051715,1.2991678,1.2932194,1.2873452,1.2815484,路北区,1
130204,1.2364715,1.2360224,1.2355266,1.2348802,1.2339109,1.2325615,1.2308223,1.228699,1.2261826,1.223205,1.2197493,1.2158588,1.2115782,1.2069643,1.2020783,1.1969899,1.1917688,1.1864893,1.1812166,1.1759908,古冶区,1
130205,1.2755184,1.2720685,1.2686414,1.2651714,1.2616115,1.2578896,1.2539418,1.2497014,1.2451459,1.2402548,1.2350628,1.229641,1.2240714,1.2184367,1.2127814,1.2071322,1.2015097,1.1959355,1.1904298,1.1849962,开平区,1
130207,1.0553324,1.0559372,1.0565282,1.0570717,1.0575192,1.057831,1.0579698,1.0579239,1.0576918,1.0572554,1.0566279,1.0558413,1.0549325,1.053923,1.0528351,1.051695,1.050519,1.0493224,1.048126,1.0469409,丰南区,1
130208,0.98039883,0.98202938,0.98364019,0.98520094,0.98667371,0.98798573,0.98906928,0.9898746,0.99035788,0.99045932,0.99014497,0.98943651,0.98836923,0.98700857,0.98542202,0.98367697,0.98183376,0.97994351,0.97805089,0.97617698,丰润区,2
130209,0.99578786,1.0022584,1.0087425,1.0152485,1.0216683,1.0278968,1.0338148,1.0393662,1.0445247,1.0492632,1.0536804,1.0578885,1.0619605,1.0659202,1.0697877,1.0735821,1.0773282,1.0810457,1.0847538,1.0884258,曹妃甸区,1
130224,1.028334,1.0296069,1.0308717,1.0321646,1.0335432,1.034999,1.036476,1.0378971,1.0392592,1.0405513,1.0418305,1.0431424,1.0444839,1.045813,1.0470985,1.0483445,1.0495644,1.0507666,1.0519675,1.0531603,滦南县,1
130225,1.0163138,1.0212138,1.0260392,1.0307616,1.035259,1.0393734,1.0429641,1.0459851,1.0484427,1.050348,1.0517279,1.0525916,1.0529748,1.0529488,1.0525589,1.0518601,1.0509353,1.0498753,1.0487624,1.0476488,乐亭县,1
130227,1.0793617,1.0797547,1.0801511,1.0805252,1.0808649,1.0811517,1.0813824,1.0814826,1.0813584,1.0808622,1.0799232,1.078548,1.0767841,1.0747044,1.0724046,1.0699959,1.0675691,1.0651698,1.0628171,1.0604976,迁西县,1
130229,1.0084186,1.0104392,1.0124962,1.0146561,1.0169655,1.0194987,1.022326,1.0254344,1.0287586,1.0321761,1.0356007,1.0390055,1.0423973,1.0457598,1.0490494,1.0522279,1.0552931,1.0582637,1.0611753,1.0640426,玉田县,1
130281,1.0674051,1.0675168,1.0675527,1.0674335,1.0670655,1.0663185,1.0651057,1.0633509,1.0610256,1.0581532,1.0548091,1.0510712,1.0470511,1.0428733,1.0386717,1.0345538,1.0305736,1.0267279,1.0229934,1.0193295,遵化市,2
130283,1.0615964,1.0665705,1.0713968,1.0758669,1.0797437,1.0828167,1.0849292,1.0859976,1.0860068,1.0849617,1.08293,1.0800006,1.0762832,1.0719516,1.0671697,1.0620931,1.0568602,1.0515795,1.0463247,1.0411268,迁安市,2
130284,1.1050569,1.1090729,1.1129638,1.1166273,1.1199356,1.1228249,1.1252791,1.1273046,1.128945,1.1301619,1.1309747,1.1314406,1.1315997,1.131484,1.1311303,1.1305846,1.1298897,1.1291034,1.128282,1.1274596,滦州市,1
130302,1.2872214,1.2829024,1.2786288,1.2743562,1.2700213,1.2655042,1.2606559,1.255391,1.2496653,1.2434731,1.2368593,1.2298868,1.222661,1.2153438,1.2080324,1.2007781,1.1936038,1.186515,1.1795137,1.1725993,海港区,1
130303,1.2374825,1.237674,1.237835,1.2378753,1.237676,1.2371027,1.2360332,1.2343671,1.231998,1.2288747,1.2250355,1.2205939,1.2157074,1.2105531,1.2052573,1.199905,1.1945519,1.1892315,1.1839654,1.1787614,山海关区,1
130304,1.2226163,1.222929,1.2231759,1.2232394,1.2230135,1.2224125,1.2213907,1.2199353,1.2180511,1.2157415,1.213032,1.2100157,1.2068088,1.2035393,1.2002906,1.1971015,1.1939857,1.1909342,1.1879375,1.1849846,北戴河区,1
130306,1.0487639,1.0509725,1.0531762,1.0554023,1.0576334,1.059929,1.062304,1.0647399,1.0671817,1.0695549,1.0718292,1.0739903,1.0760663,1.0780584,1.0799752,1.0818242,1.0836054,1.0853149,1.0869679,1.0885835,抚宁区,1
130321,0.88975251,0.89326257,0.89677221,0.90029651,0.90383422,0.90735614,0.91079211,0.91402853,0.91691148,0.91925913,0.92095125,0.92192298,0.92220354,0.92188489,0.92109048,0.9199608,0.91862208,0.91715932,0.91564184,0.91411889,青龙满族自治县,2
130322,0.94968277,0.95410746,0.95843428,0.9626531,0.96673125,0.97066116,0.97441918,0.97795868,0.98125851,0.98426461,0.98700428,0.98950571,0.99179775,0.99389386,0.99581522,0.99759513,0.99926579,1.0008579,1.0024061,1.0039308,昌黎县,1
130324,0.91263729,0.92055094,0.92835808,0.9359982,0.9434098,0.95050836,0.95715207,0.96315914,0.96839619,0.97279316,0.97632968,0.97901601,0.98095012,0.98229843,0.98324001,0.98392802,0.9844687,0.98491484,0.9853068,0.98568273,卢龙县,1
130402,1.2203054,1.2188938,1.217487,1.2160901,1.2146493,1.213076,1.2112751,1.2091651,1.2066638,1.2037412,1.2004473,1.1968809,1.1931589,1.1893988,1.1856693,1.1820155,1.1784593,1.1750016,1.1716322,1.1683223,邯山区,1
130403,1.2470422,1.2440068,1.2410175,1.2380818,1.2351762,1.2321893,1.2290119,1.2255864,1.2218964,1.2179847,1.2139336,1.209806,1.2056602,1.2015742,1.1975873,1.193722,1.1899863,1.1863698,1.1828496,1.1793967,丛台区,1
130404,1.2850376,1.2795404,1.274092,1.2686723,1.2632428,1.2577202,1.2519885,1.2459887,1.2397056,1.2331823,1.2264612,1.2195938,1.2126166,1.2055995,1.1985992,1.1916674,1.1848447,1.1781542,1.1715952,1.1651423,复兴区,1
130406,1.2153363,1.2117608,1.2081981,1.2046317,1.2009723,1.1971539,1.1931612,1.1890068,1.1847088,1.1802559,1.1756333,1.1708398,1.1659001,1.1608928,1.1558868,1.1509455,1.1461087,1.141391,1.1367753,1.1322328,峰峰矿区,1
130407,1.0209739,1.0257363,1.0304748,1.0352702,1.040096,1.0449685,1.0499164,1.0549759,1.0601557,1.0653394,1.0704703,1.0755732,1.0806749,1.0857736,1.0908017,1.0957282,1.1005673,1.1053426,1.1100565,1.1147087,肥乡区,1
130408,1.1221873,1.1229489,1.1236918,1.124392,1.124963,1.1253188,1.1253577,1.125025,1.1242728,1.1230928,1.1215074,1.1195853,1.1174169,1.1151077,1.1127365,1.1103685,1.1080425,1.105768,1.1035442,1.1013592,永年区,1
130423,0.88575363,0.88894826,0.89211881,0.89532232,0.89856172,0.90182531,0.90507191,0.90822953,0.91120327,0.91386396,0.91614425,0.91807067,0.91976243,0.92134118,0.92289335,0.92449272,0.92618132,0.92794788,0.92977422,0.93161488,临漳县,2
130424,0.92462564,0.92941964,0.93414551,0.9387967,0.94332951,0.94771016,0.95192486,0.95596188,0.95980889,0.96340191,0.96669388,0.96969599,0.97252846,0.97526985,0.97797215,0.98066527,0.98338234,0.98612809,0.98888946,0.99164051,成安县,1
130425,0.89002079,0.89234012,0.8946473,0.89697725,0.89931875,0.90167618,0.903952,0.90618896,0.9084214,0.91057247,0.91257405,0.91434747,0.91590703,0.91728324,0.91852897,0.91970837,0.92086679,0.92200863,0.92313659,0.92425311,大名县,2
130426,1.0174477,1.018561,1.0196012,1.0204791,1.021032,1.021104,1.0205435,1.0192559,1.0171697,1.014286,1.0106556,1.0063542,1.0014709,0.99610728,0.99036956,0.98439246,0.97830039,0.97218877,0.96612108,0.96012729,涉县,2
130427,0.97724587,0.97784603,0.97833335,0.9786213,0.97860199,0.97816306,0.97725111,0.97589827,0.97414064,0.97198141,0.96946234,0.96663928,0.96359652,0.96042985,0.95721471,0.95403153,0.95095026,0.9479866,0.94513071,0.94234174,磁县,2
130430,0.98891419,0.98443025,0.98003304,0.97584844,0.97192848,0.96835005,0.96516722,0.96237296,0.95998311,0.95801026,0.95644808,0.9552601,0.95438361,0.95376289,0.9533512,0.9531213,0.95304108,0.95305145,0.95311153,0.95319122,邱县,2
130431,0.95124418,0.95007801,0.94893354,0.94791025,0.9470709,0.94651294,0.94630682,0.94653201,0.94723696,0.94838381,0.94992363,0.95185453,0.95417809,0.95685726,0.95984513,0.96310073,0.96656442,0.97017282,0.97385329,0.977534,鸡泽县,1
130432,0.96531993,0.96267307,0.96008188,0.95764458,0.95539415,0.95342642,0.9518562,0.95078647,0.95022994,0.95011032,0.95031738,0.95077246,0.95146811,0.95240599,0.95354152,0.95484203,0.95627648,0.95779461,0.95934987,0.96090251,广平县,2
130433,0.94947696,0.94692516,0.94441944,0.9420265,0.93975329,0.93760854,0.93560958,0.93371922,0.93186122,0.92997104,0.92808145,0.9262442,0.92456585,0.92311144,0.92189807,0.92090756,0.92010182,0.91943157,0.91884756,0.91830152,馆陶县,2
130434,0.9214431,0.91788244,0.91435277,0.91092575,0.90769434,0.90476578,0.90225178,0.90020007,0.89858496,0.89735258,0.89645535,0.89591944,0.89582938,0.89626157,0.89721119,0.89862382,0.9004066,0.90241516,0.90453166,0.90667206,魏县,2
130435,0.9369927,0.93674588,0.93650764,0.93629688,0.93609947,0.93591315,0.93574208,0.93559051,0.93544281,0.93523264,0.93490565,0.93443453,0.93390137,0.93336296,0.93287086,0.93246692,0.93217164,0.9319759,0.93185741,0.93177956,曲周县,2
130481,1.0630978,1.0610149,1.0589375,1.0568618,1.0546838,1.0523077,1.0496796,1.04678,1.0435966,1.0401455,1.0364603,1.0325487,1.0284126,1.0240712,1.0195546,1.0149233,1.010241,1.0055689,1.0009505,0.99639714,武安市,2
130502,1.2651685,1.2624068,1.2596999,1.2570732,1.2544878,1.2518489,1.2490673,1.2461132,1.2429662,1.2396235,1.2361077,1.2324712,1.2287911,1.2251793,1.2216866,1.218331,1.2151095,1.2120095,1.2090011,1.2060505,襄都区,1
130503,1.1389254,1.134901,1.130935,1.1270484,1.1232221,1.1194127,1.115612,1.1118635,1.1082116,1.1047285,1.1014431,1.0983995,1.0955788,1.0929968,1.0906405,1.0884839,1.0864906,1.0846207,1.0828311,1.0810841,信都区,1
130505,1.0289611,1.0308659,1.0326664,1.0343449,1.0359434,1.0375344,1.0391905,1.0409425,1.0428368,1.0448533,1.0469871,1.0492629,1.0517602,1.0546135,1.0579079,1.061673,1.0658523,1.0703386,1.0749986,1.0796843,任泽区,1
130506,1.0123056,1.0179287,1.0234588,1.0288591,1.034106,1.0393394,1.0446559,1.050132,1.055751,1.0614384,1.0671194,1.0727496,1.0783322,1.0839373,1.0895916,1.0953157,1.1010879,1.1068797,1.1126584,1.1183759,南和区,1
130522,0.94627362,0.94808745,0.94986355,0.95165199,0.95351565,0.95554459,0.95781898,0.96037376,0.96321893,0.96629387,0.9694441,0.97247714,0.9752183,0.97764444,0.97979575,0.98176134,0.98361391,0.98540133,0.98715222,0.98888415,临城县,1
130523,0.98642397,0.98635262,0.98626447,0.98613501,0.98587102,0.98540252,0.98471695,0.98377436,0.98253512,0.9809227,0.9788726,0.97636819,0.97342414,0.9701525,0.96668428,0.96315628,0.95965755,0.9562341,0.95289034,0.94960779,内丘县,2
130524,0.94409031,0.94167739,0.93930936,0.93708503,0.93508631,0.93351674,0.93255156,0.93230665,0.93278682,0.93389732,0.93552065,0.93757689,0.94004059,0.94289201,0.94605887,0.94949496,0.9531455,0.95694464,0.96081382,0.96467972,柏乡县,2
130525,0.95357752,0.95355004,0.95347518,0.95332462,0.95303667,0.95258039,0.95192373,0.95106661,0.95000434,0.94873208,0.94731086,0.94583642,0.94442582,0.9431898,0.94216758,0.94137895,0.94081271,0.94041622,0.94013613,0.93990773,隆尧县,2
130528,0.94550091,0.94901294,0.95245874,0.95578873,0.95893294,0.96189612,0.96470308,0.96738303,0.96995932,0.97241145,0.97472453,0.97692662,0.97910696,0.98134691,0.98367846,0.98611468,0.98864853,0.99124581,0.99387389,0.9964903,宁晋县,1
130529,0.90613079,0.90623933,0.90634811,0.90648669,0.9067151,0.9071033,0.90772665,0.90863103,0.90984941,0.91134745,0.91312003,0.91520041,0.91760784,0.92037886,0.92349899,0.92692369,0.93056488,0.93434387,0.93819565,0.94204646,巨鹿县,2
130530,0.90256691,0.90428424,0.9058885,0.9073,0.90847957,0.90946811,0.91031909,0.91107291,0.91179413,0.91242224,0.91289556,0.91318333,0.91336983,0.91357774,0.91388863,0.91434008,0.91495186,0.91569799,0.91654617,0.91743898,新河县,2
130531,0.87984884,0.87970984,0.87961853,0.87967956,0.88000035,0.88066709,0.88176912,0.88335097,0.88540649,0.88789678,0.89081836,0.89419621,0.89803946,0.90232587,0.90701133,0.91200531,0.91721678,0.92254144,0.9278996,0.9332329,广宗县,2
130532,0.88465494,0.88496745,0.88528031,0.88565218,0.88609701,0.88664961,0.88734561,0.88830876,0.889687,0.89157093,0.89408642,0.89730161,0.90123147,0.9058848,0.91119123,0.91702992,0.92323917,0.92964607,0.93611723,0.9425562,平乡县,1
